accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score,indicator_calc_date,price_at_filing,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,bb_upper,bb_middle,bb_lower,bb_position_pct,atr_14,volume,avg_volume_20,volume_ratio
0001213900-25-005052,20250121,01/13/2025,SCHEDULE 13G,1896212,Conduit Pharmaceuticals Inc.,20678X106,1994188,The Rowland Master Trust,25,D,25,0,6,9,2,0,0,4,4,0,CDT,CIK,100,2025-01-22,756.0,15.82,-32.8,-17.93,-14.87,910.2,1029.36,,-16.94,-26.56,,1283.88,910.2,536.52,29.37,302.57,6125,8684,0.71
0001415889-25-002151,20250127,01/23/2025,SCHEDULE 13D/A,1896329,PIMCO FLEXIBLE REAL ESTATE INCOME FUND,72203N509,1201895,Daniel J Ivascyn,44,C,44,0,12,12,10,5,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950170-25-008424,20250123,01/21/2025,SCHEDULE 13D/A,1896329,PIMCO Flexible Real Estate Income Fund,72203N509,1201895,IVASCYN DANIEL J,44,C,44,0,12,12,10,5,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,Christopher L. Gust,22,D,22,0,6,6,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,Robert R. Bellick,22,D,22,0,6,6,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,WOLVERINE ASSET MANAGEMENT LLC,32,D,32,0,6,6,12,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,"Wolverine Holdings, L.P.",28,D,28,0,6,6,8,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,"Wolverine Trading Partners, Inc.",22,D,22,0,6,6,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,EMERSON ELECTRIC CO,75,B,75,0,12,14,8,6,18,1,16,0,"""AZPN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,"EMR Holdings, Inc.",75,B,75,0,12,14,8,6,18,1,16,0,"""AZPN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,EMR US Holdings LLC,69,B,69,0,12,14,2,6,18,1,16,0,"""AZPN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,EMR Worldwide Inc.,75,B,75,0,12,14,8,6,18,1,16,0,"""AZPN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,Rutherfurd US LLC,69,B,69,0,12,14,2,6,18,1,16,0,"""AZPN""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Cheyne Walk Master Fund 2 LP,69,B,69,0,12,14,6,1,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Cheyne Walk Trust,65,B,65,0,12,14,2,1,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Getty Investments L.L.C.,71,B,71,0,12,14,8,1,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Mark Getty,73,B,73,0,12,14,10,1,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,The October 1993 Trust,51,C,51,0,12,0,2,1,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,The Options Settlement,51,C,51,0,12,0,2,1,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950170-25-003472,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1905127,"Koch Icon Investments, LLC",66,B,66,0,12,14,2,2,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950170-25-003472,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,2027344,"Koch, Inc.",72,B,72,0,12,14,8,2,18,2,16,0,GETY,CIK,100,2025-01-08,2.63,65.49,-0.1,-0.19,0.1,2.45,2.99,,7.35,-12.04,,3.01,2.45,1.9,65.77,0.31,12358600,4904515,2.52
0000950170-25-002106,20250106,01/02/2025,SCHEDULE 13D/A,1899017,Bain Capital Private Credit,000000000,2002740,"Bain Capital SIP Investments, LP",38,D,38,0,12,14,6,1,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Giancarlo Devasini,47,C,47,0,12,14,10,6,0,1,4,0,BTDR,CIK,100,2025-01-23,19.75,37.68,0.55,0.91,-0.36,21.33,17.7,,-7.38,11.61,,25.71,21.33,16.95,32.02,2.76,5970300,7880300,0.76
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Tether Holdings Limited,45,C,45,0,12,14,8,6,0,1,4,0,BTDR,CIK,100,2025-01-23,19.75,37.68,0.55,0.91,-0.36,21.33,17.7,,-7.38,11.61,,25.71,21.33,16.95,32.02,2.76,5970300,7880300,0.76
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Tether International Limited,45,C,45,0,12,14,8,6,0,1,4,0,BTDR,CIK,100,2025-01-23,19.75,37.68,0.55,0.91,-0.36,21.33,17.7,,-7.38,11.61,,25.71,21.33,16.95,32.02,2.76,5970300,7880300,0.76
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Tether Investments Limited,31,D,31,0,12,0,8,6,0,1,4,0,BTDR,CIK,100,2025-01-23,19.75,37.68,0.55,0.91,-0.36,21.33,17.7,,-7.38,11.61,,25.71,21.33,16.95,32.02,2.76,5970300,7880300,0.76
0000078003-25-000005,20250116,01/14/2025,SCHEDULE 13D/A,1900304,Haleon plc,405552100,78003,Pfizer Inc.,76,B,76,0,12,14,8,1,18,1,16,6,HLN,CIK,100,2025-01-17,9.08,82.61,-0.14,-0.11,-0.03,9.29,9.38,,-2.27,-3.2,,9.76,9.29,8.82,27.61,0.15,21227300,9086300,2.34
0000078003-25-000013,20250121,01/17/2025,SCHEDULE 13D/A,1900304,Haleon plc,405552100,78003,Pfizer Inc.,32,D,38,-6,12,6,8,1,0,1,4,6,HLN,CIK,100,2025-01-22,9.06,80.33,-0.13,-0.12,-0.01,9.24,9.36,,-1.95,-3.21,,9.7,9.24,8.79,29.66,0.14,11060800,9462255,1.17
0001415889-25-002468,20250131,01/24/2025,SCHEDULE 13G,1900520,"Lomond Therapeutics Holdings, Inc.",54173L101,1970826,Reed Jobs,33,D,33,0,6,9,10,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001415889-25-002468,20250131,01/24/2025,SCHEDULE 13G,1900520,"Lomond Therapeutics Holdings, Inc.",54173L101,1970826,"Yosemite Fund I, L.P.",29,D,29,0,6,9,6,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001415889-25-002468,20250131,01/24/2025,SCHEDULE 13G,1900520,"Lomond Therapeutics Holdings, Inc.",54173L101,1970826,"Yosemite GP I, L.L.C.",25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-002647,20250131,12/31/2024,SCHEDULE 13G,1901203,Iron Horse Acquisitions Corp.,462837105,1279891,Christopher L. Gust,22,D,22,0,6,6,2,0,0,4,4,0,UCFI,CIK,100,2025-01-31,10.39,62.38,0.03,0.02,0.01,10.34,10.31,,0.48,0.78,,10.41,10.34,10.26,86.67,0.06,5100,25410,0.2
0001140361-25-002647,20250131,12/31/2024,SCHEDULE 13G,1901203,Iron Horse Acquisitions Corp.,462837105,1279891,Robert R. Bellick,22,D,22,0,6,6,2,0,0,4,4,0,UCFI,CIK,100,2025-01-31,10.39,62.38,0.03,0.02,0.01,10.34,10.31,,0.48,0.78,,10.41,10.34,10.26,86.67,0.06,5100,25410,0.2
0001140361-25-002647,20250131,12/31/2024,SCHEDULE 13G,1901203,Iron Horse Acquisitions Corp.,462837105,1279891,WOLVERINE ASSET MANAGEMENT LLC,32,D,32,0,6,6,12,0,0,4,4,0,UCFI,CIK,100,2025-01-31,10.39,62.38,0.03,0.02,0.01,10.34,10.31,,0.48,0.78,,10.41,10.34,10.26,86.67,0.06,5100,25410,0.2
0001140361-25-002647,20250131,12/31/2024,SCHEDULE 13G,1901203,Iron Horse Acquisitions Corp.,462837105,1279891,"Wolverine Holdings, L.P.",28,D,28,0,6,6,8,0,0,4,4,0,UCFI,CIK,100,2025-01-31,10.39,62.38,0.03,0.02,0.01,10.34,10.31,,0.48,0.78,,10.41,10.34,10.26,86.67,0.06,5100,25410,0.2
0001140361-25-002647,20250131,12/31/2024,SCHEDULE 13G,1901203,Iron Horse Acquisitions Corp.,462837105,1279891,"Wolverine Trading Partners, Inc.",22,D,22,0,6,6,2,0,0,4,4,0,UCFI,CIK,100,2025-01-31,10.39,62.38,0.03,0.02,0.01,10.34,10.31,,0.48,0.78,,10.41,10.34,10.26,86.67,0.06,5100,25410,0.2
0001140361-25-002637,20250131,12/31/2024,SCHEDULE 13G/A,1901336,Alchemy Investments Acquisition Corp 1,G0232F109,1279891,Christopher L. Gust,10,D,10,0,2,0,2,0,0,2,4,0,ALCY,CIK,100,2025-01-31,11.16,65.0,0.04,0.03,0.01,11.06,11.06,,0.9,0.9,,11.21,11.06,10.91,83.33,0.02,0,200,0.0
0001140361-25-002637,20250131,12/31/2024,SCHEDULE 13G/A,1901336,Alchemy Investments Acquisition Corp 1,G0232F109,1279891,Robert R. Bellick,10,D,10,0,2,0,2,0,0,2,4,0,ALCY,CIK,100,2025-01-31,11.16,65.0,0.04,0.03,0.01,11.06,11.06,,0.9,0.9,,11.21,11.06,10.91,83.33,0.02,0,200,0.0
0001140361-25-002637,20250131,12/31/2024,SCHEDULE 13G/A,1901336,Alchemy Investments Acquisition Corp 1,G0232F109,1279891,WOLVERINE ASSET MANAGEMENT LLC,20,D,20,0,2,0,12,0,0,2,4,0,ALCY,CIK,100,2025-01-31,11.16,65.0,0.04,0.03,0.01,11.06,11.06,,0.9,0.9,,11.21,11.06,10.91,83.33,0.02,0,200,0.0
0001140361-25-002637,20250131,12/31/2024,SCHEDULE 13G/A,1901336,Alchemy Investments Acquisition Corp 1,G0232F109,1279891,"Wolverine Holdings, L.P.",16,D,16,0,2,0,8,0,0,2,4,0,ALCY,CIK,100,2025-01-31,11.16,65.0,0.04,0.03,0.01,11.06,11.06,,0.9,0.9,,11.21,11.06,10.91,83.33,0.02,0,200,0.0
0001140361-25-002637,20250131,12/31/2024,SCHEDULE 13G/A,1901336,Alchemy Investments Acquisition Corp 1,G0232F109,1279891,"Wolverine Trading Partners, Inc.",10,D,10,0,2,0,2,0,0,2,4,0,ALCY,CIK,100,2025-01-31,11.16,65.0,0.04,0.03,0.01,11.06,11.06,,0.9,0.9,,11.21,11.06,10.91,83.33,0.02,0,200,0.0
0001104659-25-001985,20250108,12/23/2024,SCHEDULE 13G/A,1901612,"Golub Capital BDC 4, Inc.",000000000,1735964,Cliffwater Corporate Lending Fund,23,D,23,0,2,14,2,0,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001104659-25-001985,20250108,12/23/2024,SCHEDULE 13G/A,1901612,"Golub Capital BDC 4, Inc.",000000000,1735964,Cliffwater LLC,33,D,33,0,2,14,12,0,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001104659-25-001985,20250108,12/23/2024,SCHEDULE 13G/A,1901612,"Golub Capital BDC 4, Inc.",000000000,1735964,Stephen Nesbitt,31,D,31,0,2,14,10,0,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000921895-25-000034,20250103,12/23/2024,SCHEDULE 13G,1902794,MGO Global Inc.,55317F207,1288478,"Bigger Capital Fund GP, LLC",25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000921895-25-000034,20250103,12/23/2024,SCHEDULE 13G,1902794,MGO Global Inc.,55317F207,1288478,BIGGER CAPITAL FUND L P,29,D,29,0,6,9,6,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000921895-25-000034,20250103,12/23/2024,SCHEDULE 13G,1902794,MGO Global Inc.,55317F207,1288478,Bigger Michael,33,D,33,0,6,9,10,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001079973-25-000002,20250102,12/24/2024,SCHEDULE 13G,1902794,MGO Global Inc.,55317F207,1890802,S.H.N. Financial Investments Ltd.,25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001214659-25-000268,20250107,12/31/2024,SCHEDULE 13G/A,1903382,"Bluerock Homes Trust, Inc.",09631H100,1215763,David T. Lu,26,D,26,0,2,9,10,0,0,1,4,0,BHM,CIK,100,2025-01-08,12.83,67.0,-0.25,-0.26,0.01,13.0,13.41,,-1.32,-4.34,,13.71,13.0,12.3,37.46,0.24,0,7290,0.0
0001214659-25-000268,20250107,12/31/2024,SCHEDULE 13G/A,1903382,"Bluerock Homes Trust, Inc.",09631H100,1215763,Hedgehog Capital LLC,18,D,18,0,2,9,2,0,0,1,4,0,BHM,CIK,100,2025-01-08,12.83,67.0,-0.25,-0.26,0.01,13.0,13.41,,-1.32,-4.34,,13.71,13.0,12.3,37.46,0.24,0,7290,0.0
0001214659-25-000268,20250107,12/31/2024,SCHEDULE 13G/A,1903382,"Bluerock Homes Trust, Inc.",09631H100,1215763,Hold River LLC,9,D,9,0,2,0,2,0,0,1,4,0,BHM,CIK,100,2025-01-08,12.83,67.0,-0.25,-0.26,0.01,13.0,13.41,,-1.32,-4.34,,13.71,13.0,12.3,37.46,0.24,0,7290,0.0
0000950170-25-006114,20250116,01/14/2025,SCHEDULE 13G,1903464,Aimfinity Investment Corp. I,G0135E142,1910592,"Frederick V. Fortmiller, Jr.",25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950170-25-006114,20250116,01/14/2025,SCHEDULE 13G,1903464,Aimfinity Investment Corp. I,G0135E142,1910592,"Harraden Circle Investments, LLC",25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950170-25-006114,20250116,01/14/2025,SCHEDULE 13G,1903464,Aimfinity Investment Corp. I,G0135E142,1910592,"Harraden Circle Investors GP, LLC",25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950170-25-006114,20250116,01/14/2025,SCHEDULE 13G,1903464,Aimfinity Investment Corp. I,G0135E142,1910592,"Harraden Circle Investors GP, LP",25,D,25,0,6,9,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950170-25-006114,20250116,01/14/2025,SCHEDULE 13G,1903464,Aimfinity Investment Corp. I,G0135E142,1910592,"Harraden Circle Investors, LP",29,D,29,0,6,9,6,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000950170-25-006114,20250116,01/14/2025,SCHEDULE 13G,1903464,Aimfinity Investment Corp. I,G0135E142,1910592,"Harraden Circle Special Opportunities, LP",20,D,20,0,6,0,6,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001297496-25-000007,20250116,12/31/2024,SCHEDULE 13G/A,1904856,Enerflex Ltd.,29269R105,1297496,"LETKO, BROSSEAU & ASSOCIATES INC",25,D,25,0,2,6,12,0,0,1,4,0,EFXT,CIK,100,2025-01-17,10.36,61.06,0.3,0.33,-0.03,9.89,9.17,,4.78,13.0,,10.52,9.89,9.26,87.5,0.33,292400,510895,0.57
0001535610-25-000018,20250103,12/31/2024,SCHEDULE 13G/A,1905956,TREASURE GLOBAL INC,893662106,1535610,HAL MINTZ,18,D,18,0,2,0,10,0,0,2,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001535610-25-000018,20250103,12/31/2024,SCHEDULE 13G/A,1905956,TREASURE GLOBAL INC,893662106,1535610,"SABBY MANAGEMENT, LLC",10,D,10,0,2,0,2,0,0,2,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001535610-25-000018,20250103,12/31/2024,SCHEDULE 13G/A,1905956,TREASURE GLOBAL INC,893662106,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,10,D,10,0,2,0,2,0,0,2,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001213900-25-000760,20250103,12/10/2024,SCHEDULE 13G,1905956,Treasure Global Inc,89458T205,2049836,Richard Low Kean Huat,33,D,33,0,6,9,10,0,0,4,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001213900-25-000746,20250103,12/10/2024,SCHEDULE 13G,1905956,Treasure Global Inc,89458T205,2049846,Ho Yu Jing,33,D,33,0,6,9,10,0,0,4,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001213900-25-000765,20250103,12/10/2024,SCHEDULE 13G,1905956,Treasure Global Inc,89458T205,2049849,V Invesco Fund (L) Limited,28,D,28,0,6,12,2,0,0,4,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001213900-25-000758,20250103,12/10/2024,SCHEDULE 13G,1905956,Treasure Global Inc,89458T205,2049855,Lim Seh Ngoh,33,D,33,0,6,9,10,0,0,4,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001213900-25-000748,20250103,12/10/2024,SCHEDULE 13G,1905956,Treasure Global Inc,89458T205,2049928,Ivy Ling Lin,33,D,33,0,6,9,10,0,0,4,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001213900-25-000751,20250103,12/10/2024,SCHEDULE 13G,1905956,Treasure Global Inc,89458T205,2050527,Koh Chyi Teng,33,D,33,0,6,9,10,0,0,4,4,0,TGL,CIK,100,2025-01-03,390.0,25.37,-26.86,-51.26,24.4,212.0,340.12,,83.96,14.67,,302.69,212.0,121.31,148.14,66.29,337495,18804,17.95
0001961471-25-000001,20250124,12/31/2024,SCHEDULE 13G,1907909,VOX ROYALTY CORP.,92919F103,1961471,Konwave Inc.,22,D,22,0,6,6,2,0,0,4,4,0,VOXR,CIK,100,2025-01-24,2.38,58.82,-0.02,-0.04,0.02,2.34,2.44,,1.51,-2.65,,2.43,2.34,2.24,71.24,0.07,76500,78925,0.97
0001396318-25-000008,20250123,12/31/2024,SCHEDULE 13G/A,1907982,D-Wave Quantum Inc.,26740W109,1396318,PUBLIC SECTOR PENSION INVESTMENT BOARD,10,D,10,0,2,0,2,0,0,2,4,0,QBTS,CIK,100,2025-01-24,6.09,37.37,-0.02,0.26,-0.28,7.3,5.21,,-16.58,16.89,,11.24,7.3,3.35,34.73,1.47,139128900,105310945,1.32
0000930413-25-000099,20250115,12/31/2022,SCHEDULE 13G,1907982,D-Wave Quantum Inc.,26740W109,1430885,BDC Capital Inc.,22,D,22,0,6,0,8,0,0,4,4,0,QBTS,CIK,100,2025-01-16,5.81,46.15,0.16,0.78,-0.62,7.72,4.74,,-24.74,22.57,,11.49,7.72,3.94,24.77,1.78,163483400,114038075,1.43
0000820478-25-000007,20250123,12/31/2024,SCHEDULE 13G/A,1913724,TPG Twin Brook Capital Income Fund,00840T100,820478,STRS OHIO,16,D,16,0,2,6,2,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001072613-25-000018,20250107,12/31/2024,SCHEDULE 13G/A,1914023,Acri Capital Acquisition Corporation,00501A101,1048703,"KARPUS MANAGEMENT, INC.",19,D,19,0,2,0,12,0,0,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000932471-25-000146,20250130,12/31/2024,SCHEDULE 13G,1914605,ECB Bancorp Inc/MD,26828M106,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,ECBK,CIK,100,2025-01-31,13.47,64.04,-0.32,-0.28,-0.04,14.02,14.64,,-3.92,-7.99,,15.19,14.02,12.84,26.81,0.59,2600,8625,0.3
0001072613-25-000024,20250107,12/31/2024,SCHEDULE 13G/A,1915328,Israel Acquisitions Corp.,G49667101,1048703,"KARPUS MANAGEMENT, INC.",20,D,20,0,2,0,12,0,0,2,4,0,ISRLF,CIK,100,2025-01-08,11.3,66.67,0.01,0.02,-0.01,11.34,11.3,,-0.35,0.0,,11.39,11.34,11.3,0.0,0.03,500,38635,0.01
0000932471-25-000185,20250130,12/31/2024,SCHEDULE 13G/A,1915657,HF Sinclair Corp,403949100,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,DINO,CIK,100,2025-01-31,34.34,42.69,-0.12,-0.26,0.14,34.26,35.58,,0.23,-3.49,,35.76,34.26,32.75,52.78,1.21,5505100,2470120,2.23
0000919574-25-000006,20250102,11/30/2024,SCHEDULE 13D/A,1918767,"Constitution Capital Access Fund, LLC",21039R309,1523591,Universities Superannuation Scheme Ltd as sole corporate trustee for Universities Superannuation Scheme,46,C,46,0,12,14,2,1,0,1,16,0,,,,,,,,,,,,,,,,,,,,,,,
0001213900-25-003922,20250115,12/13/2024,SCHEDULE 13G,1919246,Channel Therapeutics Corp,171126105,2052171,Alexandra Wood (Canada) Inc.,31,D,31,0,6,9,8,0,0,4,4,0,PTHS,CIK,100,2025-01-16,9.6,40.86,0.83,0.58,0.25,7.63,6.9,,25.82,39.13,,10.49,7.63,4.76,84.47,1.68,61800,14241,4.34
0000895421-25-000038,20250108,12/31/2024,SCHEDULE 13G/A,1921158,Bitfufu Inc.,G1152A104,895421,MORGAN STANLEY,10,D,10,0,2,0,2,0,0,2,4,0,FUFU,CIK,100,2025-01-08,5.38,46.53,0.06,0.04,0.02,5.35,5.26,,0.56,2.28,,5.93,5.35,4.77,52.59,0.42,114600,180945,0.63
0000895421-25-000038,20250108,12/31/2024,SCHEDULE 13G/A,1921158,Bitfufu Inc.,G1152A104,895421,MORGAN STANLEY SMITH BARNEY LLC,10,D,10,0,2,0,2,0,0,2,4,0,FUFU,CIK,100,2025-01-08,5.38,46.53,0.06,0.04,0.02,5.35,5.26,,0.56,2.28,,5.93,5.35,4.77,52.59,0.42,114600,180945,0.63
0001140361-25-000392,20250107,12/11/2024,SCHEDULE 13G/A,1922331,Global Star Acquisition Inc.,37962G102,1279891,Christopher L. Gust,10,D,10,0,2,0,2,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-000392,20250107,12/11/2024,SCHEDULE 13G/A,1922331,Global Star Acquisition Inc.,37962G102,1279891,Robert R. Bellick,10,D,10,0,2,0,2,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-000392,20250107,12/11/2024,SCHEDULE 13G/A,1922331,Global Star Acquisition Inc.,37962G102,1279891,WOLVERINE ASSET MANAGEMENT LLC,20,D,20,0,2,0,12,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-000392,20250107,12/11/2024,SCHEDULE 13G/A,1922331,Global Star Acquisition Inc.,37962G102,1279891,"Wolverine Holdings, L.P.",16,D,16,0,2,0,8,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0001140361-25-000392,20250107,12/11/2024,SCHEDULE 13G/A,1922331,Global Star Acquisition Inc.,37962G102,1279891,"Wolverine Trading Partners, Inc.",10,D,10,0,2,0,2,0,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,
0000932471-25-000116,20250130,12/31/2024,SCHEDULE 13G,1922446,Diversified Energy Co PLC,G2891G204,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,DEC,CIK,100,2025-01-31,14.41,38.26,0.04,0.13,-0.09,14.89,14.59,,-3.21,-1.22,,15.59,14.89,14.19,15.83,0.43,250800,231775,1.08
