accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,RCP III (A) Vacasa AIV L.P.,69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,RCP III Blocker Feeder L.P.,69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,RCP III Vacasa AIV L.P.,69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,Riverwood Capital GP II Ltd.,83,A,83,0,18,12,8,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,Riverwood Capital GP III Ltd.,77,B,77,0,18,6,8,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,Riverwood Capital II L.P.,81,A,81,0,18,12,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,Riverwood Capital III L.P.,75,B,75,0,18,6,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,Riverwood Capital Partners II (Parallel-B) L.P.,69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,Riverwood Capital Partners III (Parallel-B) L.P.,69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,RW Industrious Blocker L.P.,75,B,75,0,18,6,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-003166,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1596118,RW Vacasa AIV L.P.,69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1641818,"Level Equity Opportunities Fund 2015, L.P.",69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002915,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1737652,"Silver Lake Group, L.L.C.",79,B,79,0,18,14,2,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002915,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1737652,"Silver Lake Technology Associates V, L.P.",83,A,83,0,18,14,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002915,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1737652,"SLP V Aggregator GP, L.L.C.",77,B,77,0,18,12,2,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002915,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1737652,"SLP V Venice Feeder I, L.P.",83,A,83,0,18,14,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002915,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1737652,"SLP Venice Holdings, L.P.",81,A,81,0,18,12,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002915,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1737652,"SLTA V (GP), L.L.C.",79,B,79,0,18,14,2,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1749090,"Level Equity Opportunities Fund 2018, L.P.",69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1896838,"Level Equity - VCS Investors, LLC",65,B,65,0,18,0,2,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1897157,"LEGP I VCS, LLC",65,B,65,0,18,0,2,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1897166,"Level Equity Associates II, LLC",71,B,71,0,18,6,2,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1897233,"LEGP II AIV(B), L.P.",69,B,69,0,18,0,6,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1897344,Benjamin Levin,85,A,85,0,18,12,10,1,18,4,16,6,"""VCSA""",CIK,100
0000950170-25-002871,20250107,12/30/2024,SCHEDULE 13D,1874944,"Vacasa, Inc.",91854V206,1898219,"LEGP II VCS, LLC",65,B,65,0,18,0,2,1,18,4,16,6,"""VCSA""",CIK,100
0001477932-25-000600,20250131,01/31/2025,SCHEDULE 13G,1874944,"Vacasa, Inc.",91854V107,1580210,Hilary L Shane Revocable Trust,22,D,22,0,6,6,2,0,0,4,4,0,"""VCSA""",CIK,100
0001477932-25-000600,20250131,01/31/2025,SCHEDULE 13G,1874944,"Vacasa, Inc.",91854V107,1580210,ODS Capital LLC,22,D,22,0,6,6,2,0,0,4,4,0,"""VCSA""",CIK,100
0001477932-25-000600,20250131,01/31/2025,SCHEDULE 13G,1874944,"Vacasa, Inc.",91854V107,1580210,shane hilary,30,D,30,0,6,6,10,0,0,4,4,0,"""VCSA""",CIK,100
0000950170-25-000852,20250103,12/31/2024,SCHEDULE 13D/A,1876006,Ares Private Markets Fund,04020B103,1142872,Liberty Mutual Holding Company Inc.,46,C,46,0,12,6,8,2,0,2,16,0,,,
0000950170-25-000852,20250103,12/31/2024,SCHEDULE 13D/A,1876006,Ares Private Markets Fund,04020B103,1142872,Liberty Mutual Investment Holdings LLC,34,D,34,0,12,0,2,2,0,2,16,0,,,
0000950170-25-000852,20250103,12/31/2024,SCHEDULE 13D/A,1876006,Ares Private Markets Fund,04020B103,1142872,Liberty Mutual Retirement Plan Master Trust,34,D,34,0,12,0,2,2,0,2,16,0,,,
0001079973-25-000006,20250102,12/26/2024,SCHEDULE 13G,1876766,Lichen China Ltd,5479G1082,1702202,"L1 Capital Global Opportunities Master Fund, Ltd.",25,D,25,0,6,9,2,0,0,4,4,0,LICN,CIK,100
0001079973-25-000010,20250102,12/30/2024,SCHEDULE 13G,1876766,Lichen China Ltd,5479G1082,1702202,"L1 Capital Global Opportunities Master Fund, Ltd.",25,D,25,0,6,9,2,0,0,4,4,0,LICN,CIK,100
0001079973-25-000004,20250102,12/13/2024,SCHEDULE 13G/A,1876766,Lichen China Ltd,5479G1082,1702202,"L1 Capital Global Opportunities Master Fund, Ltd.",4,D,10,-6,2,0,2,0,0,2,4,0,LICN,CIK,100
0001079973-25-000008,20250102,12/26/2024,SCHEDULE 13G/A,1876766,Lichen China Ltd,5479G1082,1702202,"L1 Capital Global Opportunities Master Fund, Ltd.",10,D,10,0,2,0,2,0,0,2,4,0,LICN,CIK,100
0000899140-25-000102,20250130,12/17/2024,SCHEDULE 13G,1877557,Integrated Wellness Acquisition Corp,G4828B100,11544,Berkley Insurance Company,28,D,28,0,6,12,2,0,0,4,4,0,WELNF,CIK,100
0000899140-25-000102,20250130,12/17/2024,SCHEDULE 13G,1877557,Integrated Wellness Acquisition Corp,G4828B100,11544,W. R. Berkley Corporation,34,D,34,0,6,12,8,0,0,4,4,0,WELNF,CIK,100
0001140361-25-000393,20250107,12/17/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,95040Q104,1279891,Christopher L. Gust,10,D,10,0,2,0,2,0,0,2,4,0,WELNF,CIK,100
0001140361-25-000393,20250107,12/17/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,95040Q104,1279891,Robert R. Bellick,10,D,10,0,2,0,2,0,0,2,4,0,WELNF,CIK,100
0001140361-25-000393,20250107,12/17/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,95040Q104,1279891,WOLVERINE ASSET MANAGEMENT LLC,20,D,20,0,2,0,12,0,0,2,4,0,WELNF,CIK,100
0001140361-25-000393,20250107,12/17/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,95040Q104,1279891,"Wolverine Holdings, L.P.",16,D,16,0,2,0,8,0,0,2,4,0,WELNF,CIK,100
0001140361-25-000393,20250107,12/17/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,95040Q104,1279891,"Wolverine Trading Partners, Inc.",10,D,10,0,2,0,2,0,0,2,4,0,WELNF,CIK,100
0001604488-25-000006,20250108,12/31/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,G4828B100,1604488,First Trust Capital Management L.P.,20,D,20,0,2,0,12,0,0,2,4,0,WELNF,CIK,100
0001604488-25-000006,20250108,12/31/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,G4828B100,1604488,First Trust Capital Solutions L.P.,16,D,16,0,2,0,8,0,0,2,4,0,WELNF,CIK,100
0001604488-25-000006,20250108,12/31/2024,SCHEDULE 13G/A,1877557,Integrated Wellness Acquisition Corp,G4828B100,1604488,FTCS Sub GP LLC,16,D,16,0,2,0,8,0,0,2,4,0,WELNF,CIK,100
0000902664-25-000259,20250116,12/31/2024,SCHEDULE 13G,1879726,Sidus Space Inc.,826165201,1469336,"EMPERY ASSET MANAGEMENT, LP",22,D,22,0,6,6,2,0,0,4,4,0,SIDU,CIK,100
0000902664-25-000259,20250116,12/31/2024,SCHEDULE 13G,1879726,Sidus Space Inc.,826165201,1469336,MARTIN D. HOE,22,D,22,0,6,6,2,0,0,4,4,0,SIDU,CIK,100
0000902664-25-000259,20250116,12/31/2024,SCHEDULE 13G,1879726,Sidus Space Inc.,826165201,1469336,RYAN M. LANE,22,D,22,0,6,6,2,0,0,4,4,0,SIDU,CIK,100
0001104659-25-006778,20250128,07/03/2024,SCHEDULE 13G,1879754,Eshallgo Inc.,G3121H103,2052417,IMPRESSIVE SHINE LIMITED,34,D,34,0,6,12,8,0,0,4,4,0,EHGO,CIK,100
0001104659-25-006779,20250128,07/03/2024,SCHEDULE 13G,1879754,Eshallgo Inc.,G3121H103,2052435,MASSIVE HONOR LTD,34,D,34,0,6,12,8,0,0,4,4,0,EHGO,CIK,100
0000932471-25-000203,20250131,12/31/2024,SCHEDULE 13G,1880319,Perimeter Solutions Inc,71385M107,102909,The Vanguard Group,32,D,32,0,6,6,12,0,0,4,4,0,PRM,CIK,100
0001172661-25-000077,20250108,12/31/2024,SCHEDULE 13G/A,1881741,AROGO CAPITAL ACQUISITION CORP.,042644104,1535392,"Mangrove Partners IM, LLC",10,D,10,0,2,0,2,0,0,2,4,0,,,
0001172661-25-000077,20250108,12/31/2024,SCHEDULE 13G/A,1881741,AROGO CAPITAL ACQUISITION CORP.,042644104,1535392,Nathaniel August,10,D,10,0,2,0,2,0,0,2,4,0,,,
0001172661-25-000025,20250106,12/31/2024,SCHEDULE 13G/A,1881741,Arogo Capital Acquisition Corp.,042644104,1758720,Walleye Capital LLC,20,D,20,0,2,0,12,0,0,2,4,0,,,
0001214659-25-000380,20250108,12/31/2024,SCHEDULE 13G/A,1886172,DoubleLine ETF Trust,25861R600,1743404,"Foundations Investment Advisors, LLC",34,D,34,0,2,14,12,0,0,2,4,0,"""DOCU""",NAME_FUZZY,100
0001214659-25-001148,20250122,12/31/2024,SCHEDULE 13G,1886172,DoubleLine ETF Trust,25861R501,1743404,"Foundations Investment Advisors, LLC",46,C,40,6,6,14,12,0,0,4,4,0,"""DOCU""",NAME_FUZZY,100
0001493152-25-002593,20250116,10/30/2024,SCHEDULE 13G/A,1888151,Femto Technologies Inc.,31447N204,2026629,Haim Hamou,18,D,18,0,2,0,10,0,0,2,4,0,FMTOF,CIK,100
0000950170-25-006441,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,1942792,BEP Special Situations IV LLC,34,D,34,0,12,14,2,1,0,1,4,0,FEAM,CIK,100
0000950170-25-005900,20250115,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,1942819,BEP Special Situations IV LLC,64,B,64,0,12,14,2,1,18,1,16,0,FEAM,CIK,100
0000950170-25-005900,20250115,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,1942819,Bluescape Energy Partners IV GP LLC,64,B,64,0,12,14,2,1,18,1,16,0,FEAM,CIK,100
0000950170-25-006441,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,1942819,Bluescape Energy Partners IV GP LLC,34,D,34,0,12,14,2,1,0,1,4,0,FEAM,CIK,100
0001493152-25-002641,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,2001144,Ascend Global Investment Fund SPC for and on behalf of Strategic SP,74,B,74,0,12,14,6,1,18,1,16,6,FEAM,CIK,100
0001493152-25-002641,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,2001327,Halim Susanto,78,B,78,0,12,14,10,1,18,1,16,6,FEAM,CIK,100
0001493152-25-002641,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,2009683,Ascend Capital Advisors (S) Pte. Ltd.,76,B,76,0,12,14,8,1,18,1,16,6,FEAM,CIK,100
0001493152-25-002641,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,2009685,Meridian Investments Corporation,76,B,76,0,12,14,8,1,18,1,16,6,FEAM,CIK,100
0001493152-25-002641,20250116,01/14/2025,SCHEDULE 13D/A,1888654,"5E Advanced Materials, Inc.",33830Q109,2009892,Ascend Financial Holdings Limited,76,B,76,0,12,14,8,1,18,1,16,6,FEAM,CIK,100
0001072613-25-000022,20250107,12/31/2024,SCHEDULE 13G/A,1888734,Globalink Investment Inc.,37892F109,1048703,"KARPUS MANAGEMENT, INC.",20,D,20,0,2,0,12,0,0,2,4,0,,,
0001172661-25-000177,20250113,01/06/2025,SCHEDULE 13G,1888886,Structure Therapeutics Inc.,86366E106,1856083,David Kroin,22,D,22,0,6,6,2,0,0,4,4,0,GPCR,CIK,100
0001172661-25-000177,20250113,01/06/2025,SCHEDULE 13G,1888886,Structure Therapeutics Inc.,86366E106,1856083,"Deep Track Biotechnology Master Fund, Ltd.",28,D,28,0,6,6,8,0,0,4,4,0,GPCR,CIK,100
0001172661-25-000177,20250113,01/06/2025,SCHEDULE 13G,1888886,Structure Therapeutics Inc.,86366E106,1856083,"Deep Track Capital, LP",22,D,22,0,6,6,2,0,0,4,4,0,GPCR,CIK,100
0001104659-25-004628,20250121,12/31/2024,SCHEDULE 13G,1889109,"Belite Bio, Inc",07782B104,1965750,Lin Bioscience International Ltd.,36,D,36,0,6,14,8,0,0,4,4,0,BLTE,CIK,100
0001104659-25-004636,20250121,12/31/2024,SCHEDULE 13G,1889109,"BELITE BIO, INC",07782B104,1965964,Yu-Hsin Lin,30,D,30,0,6,6,10,0,0,4,4,0,BLTE,CIK,100
0001011438-25-000034,20250117,01/15/2025,SCHEDULE 13G/A,1889668,Blue Owl Technology Finance Corp. II,000000000,1704268,Mamoura Diversified Global Holding PJSC,27,D,27,0,2,12,8,0,0,1,4,0,,,
0001011438-25-000034,20250117,01/15/2025,SCHEDULE 13G/A,1889668,Blue Owl Technology Finance Corp. II,000000000,1704268,MIC Capital Management 85 RSC Ltd,27,D,27,0,2,12,8,0,0,1,4,0,,,
0001011438-25-000034,20250117,01/15/2025,SCHEDULE 13G/A,1889668,Blue Owl Technology Finance Corp. II,000000000,1704268,Mubadala Investment Company PJSC,27,D,27,0,2,12,8,0,0,1,4,0,,,
0001140361-25-002766,20250131,12/31/2024,SCHEDULE 13G/A,1889668,Blue Owl Technology Finance Corp. II,000000000,315054,REGENTS OF THE UNIVERSITY OF CALIFORNIA,21,D,21,0,2,12,2,0,0,1,4,0,,,
0000902664-25-000607,20250131,12/31/2024,SCHEDULE 13G,1890361,ASPAC III Acquisition Corp.,G0544A103,919185,"Highbridge Capital Management, LLC",22,D,22,0,6,6,2,0,0,4,4,0,ASPC,CIK,100
0000932471-25-000089,20250130,12/31/2024,SCHEDULE 13G/A,1891101,BRC Inc,05601U105,102909,The Vanguard Group,20,D,20,0,2,0,12,0,0,2,4,0,BRCC,CIK,100
0001493152-25-003017,20250121,01/20/2025,SCHEDULE 13D,1892492,Eightco Holdings Inc.,22890A302,1479044,Paul Vassilakos,79,B,79,0,18,12,10,1,18,4,16,0,ORBS,CIK,100
0001213900-25-000799,20250103,12/30/2024,SCHEDULE 13D/A,1894176,Cohen Circle Acquisition Corp. I,G3730H106,1829381,Betsy Z. Cohen,35,D,35,0,12,14,2,1,0,2,4,0,CCII,NAME_FUZZY,98.41269841269842
0001213900-25-000799,20250103,12/30/2024,SCHEDULE 13D/A,1894176,Cohen Circle Acquisition Corp. I,G3730H106,1894179,"Cohen Circle Advisors I, LLC",33,D,33,0,12,12,2,1,0,2,4,0,CCII,NAME_FUZZY,98.41269841269842
0001213900-25-000799,20250103,12/30/2024,SCHEDULE 13D/A,1894176,Cohen Circle Acquisition Corp. I,G3730H106,1894482,Amanda Abrams,21,D,21,0,12,0,2,1,0,2,4,0,CCII,NAME_FUZZY,98.41269841269842
0001213900-25-000799,20250103,12/30/2024,SCHEDULE 13D/A,1894176,Cohen Circle Acquisition Corp. I,G3730H106,1894482,"Cohen Circle Sponsor I, LLC",33,D,33,0,12,12,2,1,0,2,4,0,CCII,NAME_FUZZY,98.41269841269842
0001104659-25-007060,20250129,12/31/2024,SCHEDULE 13G,1894176,Cohen Circle Acquisition Corp.,G3730H122,1352851,DAVID J. SNYDERMAN,25,D,25,0,6,9,2,0,0,4,4,0,,,
0001104659-25-007060,20250129,12/31/2024,SCHEDULE 13G,1894176,Cohen Circle Acquisition Corp.,G3730H122,1352851,MAGNETAR CAPITAL PARTNERS LP,25,D,25,0,6,9,2,0,0,4,4,0,,,
0001104659-25-007060,20250129,12/31/2024,SCHEDULE 13G,1894176,Cohen Circle Acquisition Corp.,G3730H122,1352851,MAGNETAR FINANCIAL LLC,25,D,25,0,6,9,2,0,0,4,4,0,,,
0001104659-25-007060,20250129,12/31/2024,SCHEDULE 13G,1894176,Cohen Circle Acquisition Corp.,G3730H122,1352851,SUPERNOVA MANAGEMENT LLC,25,D,25,0,6,9,2,0,0,4,4,0,,,
0001079973-25-000053,20250110,01/02/2025,SCHEDULE 13G,1894954,Expion360 Inc.,30218B209,1702202,"L1 Capital Global Opportunities Master Fund, Ltd.",25,D,25,0,6,9,2,0,0,4,4,0,XPON,CIK,100
0001085146-25-000142,20250110,01/03/2025,SCHEDULE 13G,1895144,Golden Star Acquisition Corp,G4023C101,803012,Cowen Financial Products LLC,16,D,16,0,6,0,2,0,0,4,4,0,,,
0001085146-25-000142,20250110,01/03/2025,SCHEDULE 13G,1895144,Golden Star Acquisition Corp,G4023C101,803012,TD Group US Holdings LLC,22,D,22,0,6,0,8,0,0,4,4,0,,,
0001085146-25-000142,20250110,01/03/2025,SCHEDULE 13G,1895144,Golden Star Acquisition Corp,G4023C101,803012,TD SECURITIES (USA) LLC,22,D,22,0,6,6,2,0,0,4,4,0,,,
0001085146-25-000142,20250110,01/03/2025,SCHEDULE 13G,1895144,Golden Star Acquisition Corp,G4023C101,803012,TORONTO DOMINION BANK,18,D,18,0,6,0,4,0,0,4,4,0,,,
0001085146-25-000142,20250110,01/03/2025,SCHEDULE 13G,1895144,Golden Star Acquisition Corp,G4023C101,803012,TORONTO DOMINION HOLDINGS USA INC,22,D,22,0,6,0,8,0,0,4,4,0,,,
0001213900-25-000898,20250103,12/26/2024,SCHEDULE 13G,1895618,Gaxos.ai Inc.,62911P300,1646799,Daniel B. Asher,16,D,16,0,6,0,2,0,0,4,4,0,GXAI,CIK,100
0001213900-25-000898,20250103,12/26/2024,SCHEDULE 13G,1895618,Gaxos.ai Inc.,62911P300,1646799,Intracoastal Capital LLC,16,D,16,0,6,0,2,0,0,4,4,0,GXAI,CIK,100
0001213900-25-000898,20250103,12/26/2024,SCHEDULE 13G,1895618,Gaxos.ai Inc.,62911P300,1646799,Mitchell P. Kopin,16,D,16,0,6,0,2,0,0,4,4,0,GXAI,CIK,100
0001213900-25-005052,20250121,01/13/2025,SCHEDULE 13G,1896212,Conduit Pharmaceuticals Inc.,20678X106,1994188,Dovet Limited,31,D,31,0,6,9,8,0,0,4,4,0,CDT,CIK,100
0001213900-25-005052,20250121,01/13/2025,SCHEDULE 13G,1896212,Conduit Pharmaceuticals Inc.,20678X106,1994188,Nirland Limited,31,D,31,0,6,9,8,0,0,4,4,0,CDT,CIK,100
0001213900-25-005052,20250121,01/13/2025,SCHEDULE 13G,1896212,Conduit Pharmaceuticals Inc.,20678X106,1994188,Stockton Limited,31,D,31,0,6,9,8,0,0,4,4,0,CDT,CIK,100
0001213900-25-005052,20250121,01/13/2025,SCHEDULE 13G,1896212,Conduit Pharmaceuticals Inc.,20678X106,1994188,The Rowland Master Trust,25,D,25,0,6,9,2,0,0,4,4,0,CDT,CIK,100
0001415889-25-002151,20250127,01/23/2025,SCHEDULE 13D/A,1896329,PIMCO FLEXIBLE REAL ESTATE INCOME FUND,72203N509,1201895,Daniel J Ivascyn,44,C,44,0,12,12,10,5,0,1,4,0,,,
0000950170-25-008424,20250123,01/21/2025,SCHEDULE 13D/A,1896329,PIMCO Flexible Real Estate Income Fund,72203N509,1201895,IVASCYN DANIEL J,44,C,44,0,12,12,10,5,0,1,4,0,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,Christopher L. Gust,22,D,22,0,6,6,2,0,0,4,4,0,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,Robert R. Bellick,22,D,22,0,6,6,2,0,0,4,4,0,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,WOLVERINE ASSET MANAGEMENT LLC,32,D,32,0,6,6,12,0,0,4,4,0,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,"Wolverine Holdings, L.P.",28,D,28,0,6,6,8,0,0,4,4,0,,,
0001140361-25-002646,20250131,12/31/2024,SCHEDULE 13G,1897971,Global Lights Acquisition Corp,G3937F101,1279891,"Wolverine Trading Partners, Inc.",22,D,22,0,6,6,2,0,0,4,4,0,,,
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,EMERSON ELECTRIC CO,75,B,75,0,12,14,8,6,18,1,16,0,"""AZPN""",CIK,100
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,"EMR Holdings, Inc.",75,B,75,0,12,14,8,6,18,1,16,0,"""AZPN""",CIK,100
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,EMR US Holdings LLC,69,B,69,0,12,14,2,6,18,1,16,0,"""AZPN""",CIK,100
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,EMR Worldwide Inc.,75,B,75,0,12,14,8,6,18,1,16,0,"""AZPN""",CIK,100
0000950103-25-000886,20250127,01/27/2025,SCHEDULE 13D/A,1897982,"Aspen Technology, Inc.",29109X106,32604,Rutherfurd US LLC,69,B,69,0,12,14,2,6,18,1,16,0,"""AZPN""",CIK,100
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Cheyne Walk Master Fund 2 LP,69,B,69,0,12,14,6,1,18,2,16,0,GETY,CIK,100
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Cheyne Walk Trust,65,B,65,0,12,14,2,1,18,2,16,0,GETY,CIK,100
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Getty Investments L.L.C.,71,B,71,0,12,14,8,1,18,2,16,0,GETY,CIK,100
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,Mark Getty,73,B,73,0,12,14,10,1,18,2,16,0,GETY,CIK,100
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,The October 1993 Trust,51,C,51,0,12,0,2,1,18,2,16,0,GETY,CIK,100
0000950142-25-000053,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1056213,The Options Settlement,51,C,51,0,12,0,2,1,18,2,16,0,GETY,CIK,100
0000950170-25-003472,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,1905127,"Koch Icon Investments, LLC",66,B,66,0,12,14,2,2,18,2,16,0,GETY,CIK,100
0000950170-25-003472,20250108,01/06/2025,SCHEDULE 13D/A,1898496,"Getty Images Holdings, Inc.",374275105,2027344,"Koch, Inc.",72,B,72,0,12,14,8,2,18,2,16,0,GETY,CIK,100
0000950170-25-002106,20250106,01/02/2025,SCHEDULE 13D/A,1899017,Bain Capital Private Credit,000000000,2002740,"Bain Capital SIP Investments, LP",38,D,38,0,12,14,6,1,0,1,4,0,,,
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Giancarlo Devasini,47,C,47,0,12,14,10,6,0,1,4,0,BTDR,CIK,100
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Tether Holdings Limited,45,C,45,0,12,14,8,6,0,1,4,0,BTDR,CIK,100
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Tether International Limited,45,C,45,0,12,14,8,6,0,1,4,0,BTDR,CIK,100
0001104659-25-005344,20250122,01/17/2025,SCHEDULE 13D/A,1899123,BITDEER TECHNOLOGIES GROUP,G11448100,2025889,Tether Investments Limited,31,D,31,0,12,0,8,6,0,1,4,0,BTDR,CIK,100
